FlexSite	UnitCode	Description	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
HO5	2134	OSMOLALITY, URINE	1	0	0	1	0	0	0	0	0	0	1	0
HO5	2149	PROTEIN, 24 HOUR URINE	0	0	0	0	0	0	0	0	0	1	0	0
HO5	2150	PROTEIN, RANDOM URINE	2	1	0	0	0	0	0	1	1	0	2	0
HO5	2151	SODIUM, RANDOM URINE	0	0	0	0	1	0	0	0	0	0	0	0
HO5	2159	PROTEIN/CREATININE RATIO, URINE, RANDOM	6	3	2	1	2	1	3	1	4	3	4	4
HO5	2185	CORONARY RISK PROFILE (TOTAL CHOLESTEROL/HDL)	0	1	0	0	1	1	0	0	0	0	2	0
HO5	2201	ALBUMIN	4	2	2	2	0	0	1	0	1	1	1	1
HO5	2207	BILIRUBIN, TOTAL	1	0	0	0	0	0	0	0	0	0	0	0
HO5	2208	BUN	6	5	5	0	3	2	7	2	3	6	4	3
HO5	2209	CALCIUM	1	0	0	0	2	2	0	1	0	2	2	0
HO5	2210	CHOLESTEROL	0	0	0	0	0	0	0	0	0	0	1	0
HO5	2214	CREATININE	17	17	18	8	9	15	16	9	9	12	13	14
HO5	2216	GGT	1	2	2	0	2	1	1	7	5	3	4	5
HO5	2217	GLUCOSE	10	0	0	0	1	0	0	0	0	1	0	1
HO5	2219	ALT	0	0	0	0	0	0	0	0	1	0	0	0
HO5	2220	HDL CHOLESTEROL	0	0	0	0	0	0	0	0	0	0	1	0
HO5	2221	CALC NON-HDL CHOL	0	0	0	0	0	0	0	0	0	0	1	0
HO5	2222	IRON, SERUM	0	1	0	4	0	1	0	0	0	0	0	0
HO5	2224	LDH	19	13	8	1	1	2	3	2	3	4	3	6
HO5	2227	PHOSPHORUS	16	12	12	12	18	11	6	15	7	10	12	10
HO5	2228	POTASSIUM	4	6	1	9	7	15	8	6	8	5	4	6
HO5	2229	PROTEIN, TOTAL	0	0	0	0	0	0	0	0	0	1	0	1
HO5	2231	SODIUM	0	0	0	0	0	0	0	0	0	1	0	0
HO5	2232	TRIGLYCERIDES	0	0	0	0	1	0	1	0	1	0	2	0
HO5	2233	URIC ACID	14	8	11	13	9	9	9	13	7	13	18	12
HO5	2236	CALCIUM, IONIZED	0	0	1	1	0	0	0	0	0	0	0	0
HO5	2264	LACTATE DEHYDROGENASE	43	57	64	65	63	57	52	65	59	60	59	56
HO5	2606	PSA, TOTAL	16	14	34	13	20	21	23	20	33	25	40	27
HO5	2608	PSA, TOTAL, MEDICARE SCREEN	0	0	0	0	0	0	0	0	1	0	0	0
HO5	2610	ALDOLASE	0	0	0	0	1	0	0	0	0	0	0	0
HO5	2611	PSA, ULTRASENSITIVE	4	0	1	1	0	1	2	2	1	4	1	2
HO5	2625	AFP, TUMOR MARKER	9	12	15	18	19	16	14	11	13	12	13	12
HO5	2635	TROPHOBLASTIC HCG	0	0	1	0	0	1	0	0	0	0	0	0
HO5	2640	CARBOXYHEMOGLOBIN	1	0	0	1	0	2	0	0	1	0	0	0
HO5	2645	CEA	68	70	79	69	64	79	76	65	89	77	77	70
HO5	2655	CORTISOL, RANDOM	4	6	7	5	10	10	6	7	5	6	12	8
HO5	2660	CK ISOENZYMES	0	0	0	0	0	2	0	0	0	0	0	0
HO5	2675	ESTRADIOL	1	1	4	4	1	2	0	1	2	1	8	2
HO5	2690	FOLATE, RBC	13	4	7	2	5	2	2	6	4	6	2	5
HO5	2695	FOLIC ACID	2	5	2	5	5	0	4	4	5	3	11	5
HO5	2700	FOLLICLE STIM HORMONE	1	2	0	0	2	2	0	1	0	0	8	1
HO5	2705	GLUCOSE-6-PD, QUANT	0	0	0	0	0	1	0	0	0	0	0	0
HO5	2708	HEMOGLOBIN A1c	21	15	25	25	21	12	16	10	20	17	32	16
HO5	2709	HEMOGLOBIN A1c WITH EAG	0	1	0	0	0	0	0	0	0	1	0	0
HO5	2713	HCG, QUANTITATIVE	1	2	3	2	3	2	1	3	5	4	6	3
HO5	2714	HCG, QUALITATIVE	3	1	0	2	6	6	1	2	1	4	6	2
HO5	2720	HEMOGLOBIN ELECTROPHORESIS	14	11	9	9	8	9	9	8	5	8	8	9
HO5	2725	HEPATITIS A TOTAL AB REFLEX TO IgM	0	1	0	0	0	0	0	0	0	0	0	0
HO5	2727	HEPATITIS A IgM	0	0	0	0	0	0	0	0	0	0	0	1
HO5	2729	HEP B CORE TOTAL AB	2	1	2	1	0	0	0	1	0	1	1	2
HO5	2730	HEP B CORE AB RFLX IgM	0	0	0	0	0	0	1	2	0	0	0	0
HO5	2737	HEPATITIS B SURFACE AB	1	0	0	1	4	0	1	1	0	0	0	0
HO5	2738	HEPATITIS Bs AB QUANT	0	1	0	0	0	1	0	0	0	0	0	0
HO5	2739	HEPATITIS B SURF AG	2	2	3	1	1	1	1	3	0	2	2	1
HO5	2744	IMMUNOFIXATION ELECTROPHORESIS, SERUM	1	1	0	1	0	0	1	0	0	0	0	0
HO5	2745	IMMUNOFIXATION ELECTROPHORESIS, URINE	0	0	0	1	0	0	0	0	0	0	0	0
HO5	2750	IMMUNOGLOBULINS, IgA, IgG, IgM	5	12	9	3	8	10	10	11	8	13	10	6
HO5	2751	IMMUNOGLOBULIN A (IgA)	0	0	0	0	0	0	0	0	0	0	1	0
HO5	2753	IMMUNOGLOBULIN G (IgG)	1	2	1	1	1	1	1	1	1	3	3	3
HO5	2754	IgG SUBCLASSES	1	0	1	0	2	0	0	1	1	0	0	0
HO5	2755	IMMUNOGLOBULIN M (IgM)	0	1	0	0	0	0	0	0	0	0	0	0
HO5	2760	INSULIN	0	1	1	0	0	1	0	0	0	0	1	0
HO5	2765	LDH ISOENZYMES	0	0	0	0	0	0	0	1	0	0	0	0
HO5	2776	LUTEINIZING HORMONE 	1	1	0	1	1	2	0	1	0	0	7	1
HO5	2790	PROGESTERONE	0	0	1	1	1	0	0	0	0	0	10	0
HO5	2800	PROLACTIN	1	0	0	1	1	1	0	0	1	0	7	1
HO5	2805	PROTEIN ELECTROPHORESIS, SERUM	1	1	3	1	2	2	3	6	4	3	3	3
HO5	2806	PROTEIN ELECTROPHORESIS REFLEX TO IMMUNOFIXATION	12	14	18	10	11	10	8	10	10	13	10	5
HO5	2810	PROTEIN ELECTROPHORESIS, URINE REFLEX TO IMMUNOFIXATION	0	1	0	0	2	0	0	0	0	0	1	0
HO5	2814	INTACT PTH	3	3	2	2	2	1	1	1	3	2	10	3
HO5	2817	T3 UPTAKE	0	0	0	0	0	0	0	1	0	1	0	0
HO5	2818	T3 TOTAL	0	0	0	1	0	1	3	0	1	1	2	2
HO5	2819	T4 (THYROXINE)	0	0	1	0	1	0	0	2	1	3	1	2
HO5	2823	FREE T4 (THYROXINE)	4	8	7	9	14	13	19	7	10	13	33	13
HO5	2828	SOLUBLE MESOTHELIN RELATED PEPTIDES	0	0	0	0	0	4	6	38	11	14	20	10
HO5	2830	TESTOSTERONE	5	1	3	4	4	2	6	3	8	9	15	4
HO5	2834	TSH REFLEX TO FREE T4	7	4	5	5	4	4	3	5	11	1	8	5
HO5	2835	TSH	26	25	32	44	60	54	42	40	55	49	58	45
HO5	2836	TSH + FREE T4 PROFILE	2	2	2	2	1	1	1	2	1	3	1	0
HO5	2840	VITAMIN B-12	23	18	18	13	17	10	13	18	17	16	22	20
HO5	2901	ES HGH BASELINE	1	0	0	0	0	0	0	0	0	0	0	0
HO5	2906	ES HGH 30 MIN	1	0	0	0	0	0	0	0	0	0	0	0
HO5	2912	ES HGH 60 MIN	1	0	0	0	0	0	0	0	0	0	0	0
HO5	2915	ES HGH 90 MIN	1	0	0	0	0	0	0	0	0	0	0	0
HO5	2918	ES HGH 120 MIN	1	0	0	0	0	0	0	0	0	0	0	0
HO5	2919	ES HGH 150 MIN	1	0	0	0	0	0	0	0	0	0	0	0
HO5	2920	ES HGH 180 MIN	1	0	0	0	0	0	0	0	0	0	0	0
HO5	2955	VITAMIN B 12 AND FOLIC ACID	2	3	4	7	5	6	2	7	2	3	2	4
HO5	2990	TESTOSTERONE	0	0	0	0	0	0	0	0	0	0	0	1
HO5	2992	CALC FREE TESTOSTERONE	0	0	0	0	0	0	0	0	0	0	0	1
HO5	3034	DIGOXIN	2	1	0	0	0	0	0	0	0	0	1	1
HO5	3075	PORPHYRINS, TOTAL PLASMA REFLEX FRACTIONATION	1	0	0	0	0	0	0	0	0	0	0	0
HO5	3078	ALDOSTERONE/DIRECT RENIN RATIO	0	0	0	0	0	0	0	0	0	0	0	1
HO5	3094	VALPROIC ACID	1	0	1	0	0	0	0	0	0	0	0	0
HO5	3097	VANCOMYCIN	0	0	1	0	0	0	0	0	0	0	0	0
HO5	3103	VANCOMYCIN, TROUGH	0	0	0	1	0	0	0	0	0	1	0	1
HO5	3205	DRUG ABUSE SCREEN I	1	0	0	0	0	0	0	0	0	0	0	0
HO5	3211	DRUG ABUSE SCREEN W/ETOH (NO GCMS)	2	1	0	0	0	0	0	0	0	0	0	0
HO5	3450	T. PALLIDUM TOTAL AB	0	0	0	0	0	0	0	0	0	1	0	0
HO5	3500	RPR	1	3	0	0	6	1	2	0	2	2	1	0
HO5	3502	RPR REFLEX TO T. PALLIDUM - PA	0	0	0	0	0	0	0	0	0	0	0	1
HO5	3503	RPR REFLEX TO TP-PA	0	0	0	0	0	0	2	0	0	0	0	0
HO5	3505	RHEUMATOID FACTOR, QUANT	2	0	3	1	1	2	0	1	1	0	4	1
HO5	3510	MONONUCLEOSIS SCREEN	0	0	0	0	1	1	2	0	1	0	1	0
HO5	3540	HIV 1/2 4TH GEN, RFLX CONF	4	7	4	4	7	7	7	8	9	9	10	9
HO5	3545	C-REACTIVE PROTEIN	12	15	23	19	17	12	13	16	6	21	26	16
HO5	3549	ANA NON-REFLEX TO TITER	1	1	2	0	1	1	0	0	0	1	1	5
HO5	3550	ANA (ANTI-NUCLEAR AB) WITH REFLEX TITER	1	0	4	1	1	2	0	3	1	1	3	2
HO5	3555	ASO TITER	1	0	0	0	0	0	0	0	0	0	1	0
HO5	3565	COLD AGGLUTININ, QUANT	1	1	2	0	0	0	1	0	0	1	3	0
HO5	3575	COMPLEMENT C3 AND C4	4	0	0	0	2	0	1	0	2	0	0	0
HO5	3580	COMPLEMENT C3	0	0	0	0	0	0	0	0	0	0	4	1
HO5	3585	COMPLEMENT C4	0	0	0	0	0	0	0	0	0	0	4	1
HO5	3595	CRYOGLOBULINS, QUAL	0	0	1	0	0	0	0	0	0	0	0	0
HO5	3600	CRYPTOCOCCAL ANTIGEN	0	0	0	0	0	0	0	1	0	0	0	0
HO5	3605	LYME TOTAL ANTIBODY	0	0	0	0	0	0	0	0	0	0	2	0
HO5	3779	CALR BY PCR	1	0	0	0	0	0	0	0	0	0	0	0
HO5	3790	IGH 14q32 REARRANGEMENT BY FISH	0	0	0	0	1	0	0	0	0	0	0	0
HO5	3800	BLOOD GROUP (ABO) AND RH TYPE	5	5	2	1	3	0	0	2	2	1	1	1
HO5	3810	ANTIBODY SCREEN	0	3	1	2	0	1	2	1	1	2	2	0
HO5	3812	ANTIBODY TITER	0	0	0	0	0	0	1	0	0	0	0	0
HO5	3813	ERYTHROCYTE ANTIGEN TYPING	0	0	0	0	0	0	1	0	0	0	0	0
HO5	3820	DIRECT COOMBS	2	3	3	5	2	1	3	3	2	5	2	0
HO5	3833	JAK2 GENE V617F MUTATION WITH REFLEX TO CALR, MPL CODON 515	1	1	0	0	0	0	0	1	1	0	1	1
HO5	3876	HLA CLASS II TYPING DISEASE ASSOC	0	0	0	0	0	0	0	0	0	0	1	0
HO5	3910	TRICHOMONAS, SIMPLESWAB	0	0	0	0	0	0	1	0	0	0	0	0
HO5	3919	JC VIRUS BY PCR	0	0	0	0	0	0	0	1	1	0	0	0
HO5	3936	DEXAMETHASONE LEVEL, SERUM	0	0	0	0	1	0	0	0	0	0	0	0
HO5	3940	JAK2 V617F MUTATION, WHOLE BLOOD	5	3	7	6	3	0	5	0	3	0	0	0
HO5	4003	APOLIPOPROTEIN B	0	0	0	0	0	0	0	0	0	0	1	0
HO5	4017	TROPONIN T	0	1	1	0	0	0	0	1	0	1	2	0
HO5	4019	CMV BY PCR, QUAL/QUANT	0	0	0	0	0	0	0	0	1	0	0	0
HO5	4026	COPPER, FREE	0	0	0	0	0	0	1	0	1	0	0	0
HO5	4093	VEGF	0	0	1	0	0	0	0	0	0	0	0	0
HO5	4131	KAPPA/LAMBDA, URINE	1	1	0	1	1	0	0	0	1	1	0	0
HO5	4134	VDRL, SERUM WITH REFLEX TITER	0	0	0	0	0	0	0	0	0	1	0	0
HO5	4140	ANTIPHOSPHOLIPID ANTIBODY PANEL	1	0	2	1	2	2	1	0	2	4	3	2
HO5	4141	HIV-1 QUANT, PCR	0	1	0	0	1	0	0	0	0	0	0	0
HO5	4143	TESTOSTERONE, BIOAVAILABLE, FREE AND TOTAL	0	0	0	0	0	0	0	0	0	0	1	0
HO5	4185	PML-RARA BY PCR	0	0	0	1	1	0	0	0	0	1	0	0
HO5	4201	ALDOSTERONE	0	0	1	0	0	0	0	0	0	0	0	0
HO5	4204	BETA-2 MICROGLOBULIN	9	8	9	4	4	6	4	7	2	10	8	2
HO5	4218	JAK2, NON-V617F MUTATIONS	2	1	0	0	0	1	1	0	0	0	0	0
HO5	4219	COPPER, SERUM/PLASMA	5	0	2	2	1	0	2	1	1	1	1	1
HO5	4225	DHEA SULFATE	0	0	0	1	1	0	0	0	0	0	8	0
HO5	4228	LDL DIRECT	0	1	0	0	0	0	0	0	0	0	0	0
HO5	4229	ESTROGEN, FRACTIONATED	0	0	0	1	0	0	0	0	0	0	0	0
HO5	4230	FRUCTOSAMINE	0	0	0	0	0	0	0	0	0	0	1	0
HO5	4231	GASTRIN	0	0	2	0	0	0	0	0	0	0	0	0
HO5	4238	LEAD, BLOOD, CAPILLARY	0	0	0	0	0	0	0	0	0	0	1	0
HO5	4239	LEAD, BLOOD, VENIPUNCTURE	0	0	0	1	1	0	0	0	0	0	0	0
HO5	4253	PROTEIN C ACTIVITY	2	1	1	1	0	1	1	1	2	0	2	1
HO5	4255	RENIN	0	0	1	0	0	0	0	0	0	0	0	0
HO5	4258	SEROTONIN, SERUM	0	0	2	2	1	1	0	0	2	0	0	2
HO5	4267	CORTISOL, A.M. SPECIMEN	1	0	0	0	1	1	0	0	0	1	2	0
HO5	4272	TACROLIMUS	3	1	0	1	0	1	1	1	0	0	1	1
HO5	4273	FREE T3	1	4	1	4	1	1	2	2	1	5	15	2
HO5	4274	ULTRASENSITIVE TSH	1	0	0	0	0	0	0	0	1	1	0	0
HO5	4275	REVERSE T3	0	0	0	0	0	0	1	0	0	0	0	0
HO5	4278	ANA REFLEX AUTOIMMUNE AB PROFILE	0	0	0	0	0	0	0	0	0	0	0	1
HO5	4280	SJOGREN'S SS-A ANTIBODY	0	0	0	0	0	0	0	0	0	0	4	0
HO5	4281	SJOGREN'S SS-B ANTIBODY	0	0	0	0	0	0	0	0	0	0	4	0
HO5	4283	SMITH (Sm) ANTIBODY	0	0	0	0	0	0	0	0	0	0	1	1
HO5	4284	RNP ANTIBODY	0	0	0	0	0	0	0	0	0	0	2	0
HO5	4285	SMITH AND RNP ANTIBODIES	0	0	0	0	0	0	0	0	0	0	2	0
HO5	4286	HBV DNA, PCR QUANT	0	0	1	0	3	0	0	1	0	1	0	0
HO5	4287	dsDNA ANTIBODY	0	0	0	0	0	0	0	0	0	0	3	1
HO5	4288	HOMOCYSTEINE	1	2	0	1	0	2	0	0	1	1	2	0
HO5	4291	METHYLMALONIC ACID, SERUM	0	1	1	2	2	1	2	0	0	1	0	1
HO5	4296	ANA REFLEX NUCLEAR AB PROFILE	5	1	2	4	2	2	1	2	4	3	0	0
HO5	4310	5-HIAA, URINE	0	1	0	0	0	0	0	0	0	0	0	0
HO5	4343	INTERLEUKIN 5	1	0	0	0	0	0	0	0	0	1	1	0
HO5	4344	ANTI-C1Q ANTIBODY, IgG	0	0	0	0	1	0	0	0	0	0	0	0
HO5	4356	IMMUNOFIX AND PROTEIN ELECTROPHORESIS WITH IMMUNOGLOBULIN QUANTS, SERUM	0	1	2	2	3	0	0	1	0	1	0	1
HO5	4359	LIPOPROTEIN a	0	0	0	0	0	0	0	0	0	0	1	0
HO5	4384	PORPHYRINS, URINE QUANTITATIVE	0	0	0	0	0	0	0	0	0	0	1	0
HO5	4417	MYASTHENIA GRAVIS PANEL	0	0	0	0	0	0	0	1	0	0	0	0
HO5	4418	MYOGLOBIN, URINE, QUANT	0	0	0	0	0	0	0	0	1	0	0	0
HO5	4449	H. PYLORI IgG/IgA ANTIBODIES	0	0	0	0	1	0	0	0	0	0	0	0
HO5	4460	CHROMOGRANIN A	7	4	8	8	9	7	9	11	16	6	7	12
HO5	4475	RIBOSOMAL P ANTIBODY	0	0	0	0	0	0	0	0	0	0	4	0
HO5	4493	EPSTEIN-BARR EARLY AG IgG	0	0	0	0	0	0	0	0	0	0	1	0
HO5	4494	EPSTEIN-BARR NUCLEAR AG IgG	0	0	0	0	0	0	0	0	0	0	1	0
HO5	4495	EPSTEIN-BARR VCA IgM	0	0	0	0	0	0	0	0	0	0	1	0
HO5	4499	H. PYLORI AG, STOOL	0	0	0	0	0	0	1	0	0	0	0	0
HO5	4506	DNA DS ANTIBODY REFLEX FARR	0	0	0	0	0	0	0	0	0	0	1	0
HO5	4511	NEUTROPHIL CYTOPLASMIC AB WITH REFLEX MPO AND PR3	1	0	0	0	0	0	0	0	0	0	0	0
HO5	4512	PLATELET ANTIBODY ANALYSIS	0	0	0	0	0	0	0	0	0	0	1	0
HO5	4513	THYROID PEROXIDASE AB	2	0	0	0	0	0	0	0	0	0	6	0
HO5	4516	THYROGLOBULIN AB	1	0	0	0	0	1	0	0	0	0	2	0
HO5	4532	COMPLEMENT C1Q	1	0	0	0	1	0	0	0	0	0	0	0
HO5	4535	PNH HIGH SENSITIVITY BY FLOW CYTOMETRY	2	1	0	0	2	0	2	0	1	0	1	0
HO5	4544	CYTOMEGALOVIRUS IgG	0	0	0	0	0	0	0	0	1	2	1	0
HO5	4546	CYTOMEGALOVIRUS IgM	0	0	0	0	0	0	0	0	1	2	0	0
HO5	4550	EPSTEIN BARR PANEL (VCA IgG/IgM, EARLY, EBNA IgG)	0	0	0	0	1	0	0	0	0	0	0	3
HO5	4557	HCV, RFLX QNT, RFLX GENO (QNT>1000)	0	0	0	0	0	0	0	0	0	0	0	1
HO5	4563	HCV RNA, PCR QUAL/QUANT	0	0	0	0	1	0	0	0	0	1	0	1
HO5	4564	HERPES SIMPLEX IgM	0	0	0	0	0	0	1	0	0	1	0	0
HO5	4565	H. PYLORI IgG, QUAL	7	8	6	4	4	4	1	2	6	5	10	0
HO5	4571	HCV RNA, PCR QUANT	0	2	0	0	1	1	0	1	0	0	1	0
HO5	4584	MAG IgM ANTIBODY	0	0	0	1	0	0	0	0	0	0	0	0
HO5	4592	HERPES SIMPLEX 1/2 IgG	1	0	0	2	0	0	1	0	3	2	1	0
HO5	4606	SCL-70 ANTIBODY	0	0	0	0	0	0	0	0	0	0	4	0
HO5	4609	H. PYLORI IgG, IgM, IgA QUANT	0	0	0	0	0	0	0	1	0	0	0	0
HO5	4610	THYROID ANTIBODY GROUP (TPO + TG)	0	1	1	0	0	0	0	0	0	0	0	0
HO5	4611	H. PYLORI IgA ANTIBODY	0	0	1	0	0	0	0	0	0	0	0	0
HO5	4624	HIV-1, WESTERN BLOT	0	0	0	0	0	1	1	2	0	1	0	1
HO5	4628	ACETYLCHOLINE BINDING AB	0	0	0	0	0	0	0	0	0	0	1	0
HO5	4642	EPSTEIN-BARR VCA IgG/IgM	0	0	0	0	1	0	0	0	0	0	0	1
HO5	4644	HEPATITIS B CORE IgM	0	1	3	1	1	0	0	1	1	2	2	3
HO5	4647	HERPES SIMPLEX VIRUS IGG AND IGM	0	0	0	0	0	0	1	0	0	0	0	0
HO5	4655	HEP B CORE AB RFLX CORE IGM & S AG	0	0	0	0	0	1	0	0	0	0	0	0
HO5	4657	TOXOPLASMA IgG AND IgM	0	1	0	0	0	0	0	0	0	0	0	0
HO5	4672	H. PYLORI IgG ANTIBODY	0	0	1	0	0	0	0	0	1	1	1	0
HO5	4675	HEPATITIS C ANTIBODY	2	3	1	1	4	2	1	2	0	2	4	3
HO5	4677	HEPATITIS C REFLEX PCR	0	0	0	1	0	1	1	0	0	0	0	0
HO5	4725	TTG IgA	0	0	0	0	0	0	0	0	0	0	1	0
HO5	4737	VALPROIC ACID, FREE AND TOTAL	0	0	0	0	0	1	0	0	0	0	0	0
HO5	4791	ANTICARDIOLIPIN IgG	0	0	0	0	0	0	0	0	1	0	0	0
HO5	4792	ANTICARDIOLIPIN IgM	0	0	0	0	0	0	0	0	1	0	0	0
HO5	4793	ANTICARDIOLIPIN IgA	0	0	0	0	0	0	0	0	1	0	0	0
HO5	4807	THYROID STIMULATING IMM	0	0	0	0	0	0	0	0	0	0	0	1
HO5	4809	CARDIOLIPIN ANTIBODIES	4	2	3	1	0	2	2	1	1	3	2	1
HO5	4814	ACTH	1	1	0	0	2	0	0	2	0	1	2	2
HO5	4821	C1 EST INHIBITOR, FUNCT	1	0	0	0	0	0	0	0	0	0	0	0
HO5	4822	C1 ESTERASE INHIB QUANT	1	0	0	0	0	0	0	0	0	0	0	0
HO5	4824	CANCER ANTIGEN 125	18	10	14	10	17	12	4	16	8	10	15	7
HO5	4825	CANCER ANTIGEN 27.29	12	13	30	21	21	17	9	4	15	11	14	15
HO5	4827	CANCER ANTIGEN 15-3	2	2	6	2	1	2	1	1	3	2	2	1
HO5	4832	C-PEPTIDE	1	0	0	0	0	1	0	0	0	0	0	0
HO5	4833	CELIAC DISEASE PANEL	0	0	0	0	0	0	0	1	0	0	0	0
HO5	4834	TESTOSTERONE, TOTAL AND FREE, FEMALES AND CHILDREN, ULTRASENSITIVE	0	0	1	1	0	1	0	0	0	0	0	1
HO5	4836	ERYTHROPOIETIN	10	5	6	5	5	2	3	3	6	3	6	0
HO5	4839	FACTOR VIII INHIBITOR REFLEX TO BETHESDA QUANT FACTOR VIII	0	0	0	0	0	0	0	0	0	0	1	0
HO5	4841	PROTHROMBIN GENE MUTATION	2	1	1	2	0	1	0	2	1	0	2	2
HO5	4845	FACTOR V LEIDEN	4	0	2	1	1	0	0	3	1	0	3	2
HO5	4846	FACTOR VII ACTIVITY	0	0	0	0	1	0	1	1	1	0	1	0
HO5	4847	HEMOCHROMATOSIS (HFE) PCR	1	1	0	1	0	0	0	0	1	0	0	0
HO5	4854	GROWTH HORMONE (HGH)	0	0	0	0	1	0	0	0	0	0	0	0
HO5	4856	HAPTOGLOBIN, QUANT	6	9	7	6	2	2	1	3	4	9	3	2
HO5	4870	BASIC LYMPHOCYTE SUBSET ANALYSIS BY FLOW CYTOMETRY	0	0	0	0	0	1	0	0	0	1	3	0
HO5	4873	CD4/CD8 LYMPHOCYTE ENUMERATION	0	0	0	0	0	0	0	1	0	0	0	0
HO5	4874	IMMUNOGLOBULIN E (IgE)	1	2	0	0	0	0	0	0	3	0	2	0
HO5	4875	CD4 (T4) ENUMERATION	0	1	0	0	0	0	0	0	0	0	0	0
HO5	4891	MICROALBUMIN, RANDOM	0	0	1	1	0	3	0	1	1	0	0	1
HO5	4895	MICROALBUMIN/CREATININE, RANDOM AND RATIO	1	2	3	1	1	1	2	1	2	2	0	0
HO5	4909	PREALBUMIN	50	56	66	79	94	71	55	73	48	49	57	45
HO5	4911	PREGNENOLONE	0	0	0	0	1	0	0	0	0	0	0	0
HO5	4915	PSA, FREE AND TOTAL	0	0	1	0	0	0	2	0	0	0	0	0
HO5	4920	IGF-1	0	0	0	0	2	0	0	0	0	0	1	1
HO5	4927	THYROGLOBULIN, QUANTITATIVE AND ANTIBODY	0	1	0	0	0	1	0	0	0	0	0	0
HO5	4932	THYROXINE BIND GLOBULIN	0	1	0	0	0	0	0	1	0	0	0	0
HO5	4933	SEX HORM BIND GLOBULIN	0	0	0	0	0	0	0	0	0	0	9	0
HO5	4935	SOLUBLE TRANSFERRIN REC	4	2	3	0	1	5	0	1	2	1	1	0
HO5	4936	TRANSFERRIN	2	1	0	0	1	0	0	1	1	2	3	1
HO5	4937	TESTOSTERONE, FREE/TOTAL WITH SHBG	0	0	0	0	2	0	0	0	0	0	0	1
HO5	4946	VASOACTIVE INTEST POLY	0	1	1	1	0	0	0	1	1	0	0	0
HO5	4950	VITAMIN A	0	0	0	3	0	0	0	0	1	0	1	1
HO5	4952	VITAMIN B1	0	0	0	3	0	0	0	0	0	0	0	0
HO5	4956	VITAMIN B-6	0	0	0	3	0	0	0	0	0	0	0	0
HO5	4958	VITAMIN D, 25 OH	11	15	14	8	16	14	6	10	9	9	25	10
HO5	4960	VITAMIN D,1,25-DIHYDROXY	1	1	0	0	0	1	0	0	1	0	0	0
HO5	4962	VITAMIN E	0	0	0	0	0	0	0	0	1	0	1	0
HO5	4963	VITAMIN K1	0	0	0	0	1	0	0	0	0	0	0	0
HO5	4966	ANGIO CONVERTING ENZYME	0	0	0	1	0	0	0	0	0	0	0	0
HO5	4968	GLOMERULAR BASEMENT IgG	1	0	0	0	0	0	0	0	0	0	0	0
HO5	4971	PARANEOPLASTIC PANEL, WITH REFLEX	0	0	0	0	0	1	0	0	0	0	0	0
HO5	4976	CANCER ANTIGEN 19-9	44	50	51	40	44	50	49	54	50	59	45	43
HO5	4984	FACTOR IX ACTIVITY	0	0	0	0	0	1	0	0	0	0	0	0
HO5	4986	FACTOR X ACTIVITY	0	0	0	0	0	1	0	0	1	0	0	0
HO5	4996	HEMOGLOBIN, PLASMA	0	0	0	0	0	0	0	0	0	1	1	1
HO5	5015	VWF ACTIVITY RISTOCETIN	1	0	0	0	4	1	1	0	1	2	0	1
HO5	5030	CRYOGLOBULIN, QUALITATIVE REFLEX TO IgG, IgA, IgM	1	0	0	0	0	0	0	0	0	0	0	0
HO5	5040	INSULIN, FREE AND TOTAL	0	0	0	0	1	0	0	0	0	0	0	0
HO5	5047	DIHYDROTESTOSTERONE	0	0	0	0	1	0	0	0	0	0	0	0
HO5	5050	REFERRED HCG, QUANTITATIVE	8	8	7	1	7	7	3	3	4	4	4	3
HO5	5056	REFERRED PROGESTERONE	2	2	2	4	3	2	0	0	3	0	0	0
HO5	5064	REFERRED PROTIME	61	0	0	8	1	3	0	38	28	4	0	0
HO5	5065	STRONGYLOIDES IgG	0	1	0	0	0	0	1	0	0	0	1	0
HO5	5066	REFERRED PTT	42	0	0	6	1	3	0	31	27	4	0	0
HO5	5067	REFERRED LIPASE	8	4	11	2	6	8	3	3	6	2	9	4
HO5	5083	HIGH SENSITIVITY CRP	1	3	1	0	2	4	1	3	0	0	3	0
HO5	5116	METANEPHRINES, PLASMA	0	0	0	0	0	0	0	0	1	0	0	1
HO5	5125	REFERRED CBC	0	2	0	7	36	0	0	0	0	0	0	0
HO5	5127	REFERRED SEDIMENTATION RATE	0	0	0	0	0	0	0	1	0	0	0	0
HO5	5138	REFERRED BASIC METABOLIC PROFILE	0	1	0	1	0	0	0	0	0	0	0	0
HO5	5149	REFERRED PHOSPHORUS	0	0	0	1	0	0	0	0	0	0	0	0
HO5	5150	REFERRED MAGNESIUM	0	1	0	7	0	0	0	0	0	0	0	0
HO5	5156	REFERRED ALBUMIN	0	0	0	1	0	0	0	0	0	0	0	0
HO5	5164	REFERRED CPK	0	0	0	1	1	0	0	0	0	0	0	0
HO5	5165	REFERRED COMPREHENSIVE METABOLIC PROFILE	0	24	0	15	0	0	0	0	0	0	0	0
HO5	5166	REFERRED AMYLASE	7	1	5	1	6	8	2	4	7	3	7	5
HO5	5168	REFERRED CKMB	1	0	0	1	1	0	0	0	0	0	0	0
